FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
133,50374,Character Education,186,Facing History and Ourselves,Business as usual,604,Relationship maturity (response rating score),"Knowledge, attitudes, & values",,Grade 8,False,346,212,134,14,8,2.07,2.03,0.16,0.19,0.23,0.231754838929502,9,,0.0380006805073796,,,False,,,Student,
134,50374,Character Education,186,Facing History and Ourselves,business as usual,601,Racism,"Knowledge, attitudes, & values",,Grade 8,False,346,212,134,14,8,3.29,3.17,0.45,0.45,0.27,0.266084848484849,11,,0.01499881956753,,,False,,,Student,
135,50374,Character Education,186,Facing History and Ourselves,business as usual,565,Ethnic identity,"Knowledge, attitudes, & values",,Grade 8,False,346,212,134,14,8,3.48,3.6,0.78,0.3,-0.19,-0.187463806382812,-8,,0.0861702279919244,,,False,,,Student,
136,50374,Character Education,186,Facing History and Ourselves,business as usual,551,Civic attitudes and participation,"Knowledge, attitudes, & values",,Grade 8,False,346,212,134,14,8,2.99,2.9,0.51,0.6,0.16,0.164308023587534,6,,0.148164322182345,,,False,,,Student,
137,50374,Character Education,186,Facing History and Ourselves,business as usual,582,Moral reasoning (P score),"Knowledge, attitudes, & values",,Grade 8,False,211,100,111,,,23,24.2,12.5,12.6,-0.1,-0.0952532667081823,-4,,0.4690728108344,,,False,,,Student,
138,50374,Character Education,186,Facing History and Ourselves,business as usual,581,Moral reasoning (D score),"Knowledge, attitudes, & values",,Grade 8,False,211,100,111,,,15.6,16.1,4.3,9.2,-0.07,-0.0682369591782259,-3,,0.612187438429007,,,False,,,Student,
140,51000,Character Education,269,Lions Quest -- Skills for Action,None,621,Student Service Learning Survey,"Knowledge, attitudes, & values",,Grades 9-12,False,730,365,365,,,109.67,107.62,15.92,16.17,0.13,0.127630114071465,5,,0.0800740438222574,,,False,,,Student,
142,51011,Character Education,190,Voices Literature and Character Education (Voices LACE),None,602,Relationship maturity (best response score),"Knowledge, attitudes, & values",,Grades 6-7,False,98,50,48,,,2.1,2.05,0.31,0.31,0.16,0.160026951907691,6,,0.430412455393415,,,False,,,Student,
143,51011,Character Education,190,Voices Literature and Character Education (Voices LACE),None,603,Relationship maturity (item rating score),"Knowledge, attitudes, & values",,Grades 6-7,False,98,50,48,,,2.09,2.06,0.18,0.15,0.16,0.179316662125394,6,,0.430412455393415,,,False,,,Student,
145,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,881,Peabody Picture Vocabulary Test III (PPVT-III),Oral language,,4 year olds,False,254,129,125,8,9,56.73,56.59,16.13,13.82,0.01,0.0092821717834282,0,,0.936557134546595,,,False,,,Student,
147,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,973,Woodcock-Johnson III (WJ-III): Letter-Word Identification subtest,Print knowledge,,4 year olds,False,254,129,125,8,9,13.59,12.94,5.7,5.06,0.12,0.120132428086389,5,,0.339922258882534,,,False,,,Student,
148,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,952,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Letter Naming Fluency subtest,Print knowledge,,4 year olds,False,254,129,125,8,9,23.63,24.76,14.94,14.72,-0.08,-0.0759588646255803,-3,,0.524430285278945,,,False,,,Student,
150,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,915,Comprehensive Test of Phonological Processing (CTOPP): Blending Words subtest,Phonological processing,,4 year olds,False,254,129,125,8,9,4.24,3.18,4.17,3.38,0.28,0.277981742612673,11,,0.0265609507961748,,,False,,,Student,
151,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,917,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Initial Sound Fluency subtest,Phonological processing,,4 year olds,False,254,129,125,8,9,11.03,9.58,8.24,6.48,0.2,0.194670888506323,8,,0.112287583412601,,,False,,,Student,
152,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,943,Woodcock-Johnson III (WJ-III): Sound Awareness-Rhyming subtest,Phonological processing,,4 year olds,False,254,129,125,8,9,5.49,4.92,4.1,3.72,0.15,0.145062867123883,6,,0.233145554068754,,,False,,,Student,
154,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,1676,Woodcock-Johnson III (WJ-III): Passage Comprehension subtest,Early reading/writing,,4 year olds,False,254,129,125,8,9,5.89,5.69,2.43,2.24,0.09,0.085272380430468,4,,0.473978185696093,,,False,,,Student,
156,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,876,Mullen Scales of Early Learning (MSEL): Expressive Language Scale,Oral language,,3-year olds,False,167,104,63,,,39.26,37.54,5.04,4.3,0.36,0.358539048558331,14,,0.0254453003932469,,,False,,,Student,
157,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,876,Mullen Scales of Early Learning (MSEL): Expressive Language Scale,Oral language,,4-year olds,False,146,99,47,,,43.58,43.29,4.55,4.01,0.07,0.0657934776391362,3,,0.69329536849331,,,False,,,Student,
158,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,877,Mullen Scales of Early Learning (MSEL): Receptive Language Scale,Oral language,,3-year olds,False,168,106,62,,,37.76,37.52,4.4,4.68,0.05,0.0530340859123021,2,,0.754878933821149,,,False,,,Student,
159,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,877,Mullen Scales of Early Learning (MSEL): Receptive Language Scale,Oral language,,4-year olds,False,147,100,47,,,43.1,42.58,4.32,3.78,0.06,0.124463188544526,2,,0.734896167692796,,,False,,,Student,
161,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,319,Mullen Scales of Early Learning (MSEL): Visual Receptive Scale,Cognition,,3-year olds,False,165,103,62,,,42.32,42.66,3.54,4.04,-0.09,-0.0906122071406874,-4,,0.57630762492203,,,False,,,Student,
162,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,319,Mullen Scales of Early Learning (MSEL): Visual Receptive Scale,Cognition,,4-year olds,False,146,99,47,,,45.49,45.61,3.2,3.2,-0.04,-0.0373043478260862,-2,,0.821664378778361,,,False,,,Student,
164,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 2,False,297,160,137,8,8,592.52,586.12,,,,,0,,0.99999,,,False,,,Student,
165,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 3,False,296,148,148,8,8,618.04,615.11,,,,,0,,0.99999,,,False,,,Student,
166,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 4,False,296,148,148,8,8,636.87,632.6,,,,,0,,0.99999,,,False,,,Student,
167,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 5,False,292,146,146,8,8,657.34,654.13,,,,,0,,0.99999,,,False,,,Student,
169,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,777,New Jersey Assessment of Skills and Knowledge (NJ ASK) 4 exam: Percent at or above proficiency,General Mathematics Achievement,,Grade 4: New Jersey sample,False,16,5,11,2,2,40.5,37.7,,,,,0,,0.99999,,,False,,,Student,
170,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,818,SC PACT exam: percent at or above proficiency,General Mathematics Achievement,,Grades 3-5: South Carolina sample,False,128,80,48,4,4,34.3,32.1,,,,,0,,0.99999,,,False,,,Student,
171,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,689,California Achievement Test (CAT)/6 exam: Percent at or above proficiency,General Mathematics Achievement,,Grades 2-5: California sample,False,68,40,28,2,2,36.4,38.7,,,,,0,,0.99999,,,False,,,Student,
173,51211,Elementary School Mathematics,305,Progress in Mathematics,Business as usual,847,TerraNova Mathematics Test,General Mathematics Achievement,,Grade 1,False,186,96,90,4,4,40.62,37.7,4.3,5.8,0.57,0.572328518166078,22,,0.000142471394014354,,,True,,,Student,
174,51211,Elementary School Mathematics,305,Progress in Mathematics,Business as usual,846,TerraNova Mathematics Computation Test,General Mathematics Achievement,,Grade 1,False,181,92,89,4,4,15.5,16.8,2.7,3.3,-0.43,-0.430087897913592,-17,,0.00429826781152731,,,True,,,Student,
176,50000,Middle School Math,35,The Expert Mathematician,Transition Mathematics,789,Objectives by Strand,General Mathematics Achievement,,Grade 8,False,70,35,35,,,45.1,40.8,12.03,12.41,0.35,0.347944730809632,14,,0.147692879321419,,,False,,,Student,
180,50018,Beginning Reading,541,ClassWide Peer Tutoring,Business as usual,1053,Comprehensive Test of Basic Skills (CTBS): U Reading subtest,Reading achievement,,Grade 6,False,218,129,89,4,2,46.17,40.77,15.78,14.99,0.35,0.34800627074448,14,,0.01178559782248,,,True,,Evidence Tier 3,Student,
182,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,False,165,83,82,,,41.93,37.91,13.2,12.25,0.31,0.314167043197158,12,,0.0481445670873093,,,False,,,Student,
183,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,False,156,74,82,,,41.91,37.91,14.71,12.25,0.3,0.295458978602829,12,,0.0632252528049344,,,False,,,Student,
184,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,False,157,75,82,,,42.17,37.91,14.44,12.25,0.32,0.317781400584402,13,,0.0469309800576762,,,False,,,Student,
186,51428,Beginning Reading,383,Corrective Reading,Business as usual,204,Test of Word Reading Efficiency (TOWRE): Phonemic Decoding Efficiency subtest,Alphabetics,,Grade 3,False,79,44,35,4,4,89.86,89.48,15,15,0.02,0.0250857763300757,1,,0.929861960374078,,,False,,,Student,
187,51428,Beginning Reading,383,Corrective Reading,Business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grade 3,False,79,44,35,4,4,90.98,86.41,15,15,0.3,0.301689467969599,12,,0.18918857334741,,,False,,,Student,
188,51428,Beginning Reading,383,Corrective Reading,Business as usual,1684,Woodcock Reading Mastery Test Revised (WRMT–R): Word Identification subtest,Alphabetics,,Grade 3,False,79,44,35,4,4,91.06,87.77,15,15,0.22,0.217190010857764,9,,0.334383532966073,,,False,,,Student,
189,51428,Beginning Reading,383,Corrective Reading,Business as usual,1683,Woodcock Reading Mastery Test Revised (WRMT-R): Word Attack subtest,Alphabetics,,Grade 3,False,79,44,35,4,4,100.34,95.15,15,15,0.34,0.342618892508143,13,,0.137352731430373,,,False,,,Student,
191,51428,Beginning Reading,383,Corrective Reading,Business as usual,1178,Oral Reading Fluency,Reading Fluency,,Grade 3,False,79,44,35,4,4,66.04,55.33,39.2,39.2,0.27,0.270544439274081,11,,0.236838570917218,,,False,,,Student,
193,51428,Beginning Reading,383,Corrective Reading,Business as usual,1562,Woodcock Reading Mastery Test (WRMT): Passage Comprehension subtest,Comprehension,,Grade 3,False,79,44,35,4,4,93.16,92.3,15,15,0.06,0.0567730727470141,2,,0.791777734100666,,,False,,,Student,
194,51428,Beginning Reading,383,Corrective Reading,Business as usual,1502,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Comprehension,,Grade 3,False,79,44,35,4,4,87.39,83.22,15,15,0.28,0.27528338762215,11,,0.220077021688004,,,False,,,Student,
196,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Kindergarten,False,,61,31,5,6,644.4,569.2,114.4,94.1,0.69,0.690107682576845,25,,0.00236245845314897,,,True,,,Student,
197,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Grade 1,False,,61,36,5,6,733.6,698,96.2,97.8,0.36,0.364885577501688,14,,0.0899583534844796,,,False,,,Student,
198,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Grade 2,False,,107,98,5,7,791.7,772.7,72.1,82.2,0.25,0.245549115077642,10,,0.0752598688958745,,,False,,,Student,
200,62458,Beginning Reading,1,Cooperative Integrated Reading and Composition (CIRC),Business as usual,1505,Inference Questions,Comprehension,,Grades 3 and 4,False,320,153,167,10,10,5.69,5.28,2.14,2.08,0.19,0.193955979963255,8,,0.0905854189701997,,,False,,,Student,
201,62458,Beginning Reading,1,Cooperative Integrated Reading and Composition (CIRC),Business as usual,1510,Main Idea Questions,Comprehension,,Grades 3 and 4,False,320,153,167,10,10,6.4,4.74,1.83,2.03,0.85,0.854981126257417,30,,3.92907928414843E-13,,,True,1,Evidence Tier 3,Student,
203,62458,Beginning Reading,1,Cooperative Integrated Reading and Composition (CIRC),Business as usual,1070,Iowa Test of Basic Skills (ITBS),Reading achievement,,Grades 3 and 4,False,320,153,167,10,10,-0.07,-0.09,1,1.02,0.02,0.0197456681683805,1,,0.858282780946136,,,False,,,Student,
207,62426,Beginning Reading,1,Cooperative Integrated Reading and Composition (CIRC),Business as usual,1452,California Achievement Test (CAT): Total Reading,Comprehension,,Grade 3,False,392,198,194,9,9,687,682,48.2,56.8,0.08,0.0948167433374408,3,,0.429033998314645,,,False,,,Student,
208,62426,Beginning Reading,1,Cooperative Integrated Reading and Composition (CIRC),Business as usual,1453,California Achievement Test (CAT): Word Analysis,Comprehension,,Grade 3,False,392,198,194,9,9,667,662,43.3,49.7,0.11,0.10714203505265,4,,0.277077330243932,,,False,,,Student,
210,51212,Beginning Reading,241,Early Intervention in Reading (EIR)®,Business as usual,194,Segmentation and blending,Alphabetics,,Grade 1,False,56,29,27,6,6,14.3,10.41,4.09,5.41,0.8,0.803905134279249,29,,0.00415009093607377,,,True,,Evidence Tier 3,Student,
211,51212,Beginning Reading,241,Early Intervention in Reading (EIR)®,Business as usual,210,Vowel sounds,Alphabetics,,Grade 1,False,56,29,27,6,6,10.62,6.44,3.18,2.72,1.39,1.38896961331067,42,,3.05134591560563E-06,,,True,,Evidence Tier 3,Student,
213,51212,Beginning Reading,241,Early Intervention in Reading (EIR)®,Business as usual,1492,Gates-MacGinitie Reading Tests (GMRT): Reading subtest,Comprehension,,Grade 1,False,57,29,28,6,6,20.76,17.14,8.03,6.97,0.47,0.47426462884041,18,,0.081510165389853,,,False,,,Student,
215,66848,Beginning Reading,464,Fast ForWord®,business as usual,173,Phonological Awareness Test (PAT): Isolation subtest,Alphabetics,,Grades K-3,False,376,238,138,,,93.6,91.3,18.2,17.5,0.13,0.127899722979369,5,,0.225320223523313,,,False,,,Student,
216,66848,Beginning Reading,464,Fast ForWord®,business as usual,172,Phonological Awareness Test (PAT): Deletion subtest,Alphabetics,,Grades K-3,False,377,238,139,,,89.8,89.9,16.2,17.1,-0.01,-0.00603498147285896,0,,0.925429602951566,,,False,,,Student,
217,66848,Beginning Reading,464,Fast ForWord®,business as usual,242,Woodcock-Johnson Revised (WJ-R): Letter-Word Identification subtest,Alphabetics,,Grades K-3,False,426,266,160,,,88.3,89.5,17.3,17.9,-0.07,-0.0683430297862275,-3,,0.484674774157532,,,False,,,Student,
219,66848,Beginning Reading,464,Fast ForWord®,business as usual,1703,Test of Auditory Comprehension of Language- Revised (TACL-R),Comprehension,,Grades K-3,False,404,258,146,,,47,42.5,7.9,8.2,0.56,0.560783652562763,21,,1.30781051654871E-07,,,True,1,Evidence Tier 1,Student,
221,50765,Beginning Reading,464,Fast ForWord®,Business as usual,204,Test of Word Reading Efficiency (TOWRE): Phonemic Decoding Efficiency subtest,Alphabetics,,Grade 3,False,50,25,25,,,107.9,103.1,15.1,12.3,0.34,0.343075176840165,13,,0.235109222375646,,,False,,,Student,
222,52687,Beginning Reading,570,SpellRead,Business as usual,131,Comprehensive Test of Phonological Processing (CTOPP): Phoneme Elision subtest,Alphabetics,,Grades 1-2,False,,24,23,,,98.9,95.2,11.9,11.7,0.31,0.308235029105091,12,,0.293606320402942,,,False,,,Student,
223,52687,Beginning Reading,570,SpellRead,Business as usual,128,Comprehensive Test of Phonological Processing (CTOPP): Blending Words subtest,Alphabetics,,Grades 1-2,False,,24,23,,,102.8,95,11.4,10.9,0.69,0.687312212550099,25,,0.0223215452109088,,,True,,Evidence Tier 3,Student,
224,52687,Beginning Reading,570,SpellRead,Business as usual,136,Comprehensive Test of Phonological Processing (CTOPP): Segmenting Words subtest,Alphabetics,,Grade 2,False,,10,10,,,98.5,89,3.2,7.4,1.6,1.59599853654181,45,,0.00200770741960798,,,True,,Evidence Tier 3,Student,
225,52687,Beginning Reading,570,SpellRead,Business as usual,204,Test of Word Reading Efficiency (TOWRE): Phonemic Decoding Efficiency subtest,Alphabetics,,Grades 1-2,False,,24,23,,,90.7,82.1,10.6,10.1,0.82,0.816315846302756,29,,0.00724861646385821,,,True,,Evidence Tier 3,Student,
226,52687,Beginning Reading,570,SpellRead,Business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grades 1-2,False,,24,23,,,88,86.9,13.4,16.9,0.07,0.0710991467291702,3,,0.811478560855689,,,False,,,Student,
227,52687,Beginning Reading,570,SpellRead,Business as usual,1684,Woodcock Reading Mastery Test Revised (WRMT–R): Word Identification subtest,Alphabetics,,Grades 1-2,False,,24,23,,,93.9,91.7,13.9,15.6,0.15,0.146597106253861,6,,0.609672465495694,,,False,,,Student,
